player_name,date_of_birth/age,height,position,current_age_x,minutes_played,season,injury,from_date,to_date,days_out,matches_missed,injury_year,current_age_y,age_at_injury
Lucas Hernández,Feb 14 1996 (29),184 m,Left-Back,29,1120.0,19/20,Fitness,2020-01-20,"Feb 3, 2020",15 days,2,2020.0,29,24
Lucas Hernández,Feb 14 1996 (29),184 m,Left-Back,29,1120.0,19/20,Inner ankle ligament tear,2019-10-24,"Jan 20, 2020",89 days,16,2019.0,29,23
Lucas Hernández,Feb 14 1996 (29),184 m,Left-Back,29,1120.0,19/20,Knee bruise,2019-09-30,"Oct 10, 2019",11 days,2,2019.0,29,23
Lucas Hernández,Feb 14 1996 (29),184 m,Left-Back,29,2182.0,18/19,,,,,,,,
Lucas Hernández,Feb 14 1996 (29),184 m,Left-Back,29,5182.0,17/18,,,,,,,,
Lucas Hernández,Feb 14 1996 (29),184 m,Left-Back,29,2049.0,16/17,,,,,,,,
Lucas Hernández,Feb 14 1996 (29),184 m,Left-Back,29,2056.0,15/16,,,,,,,,
Lucas Hernández,Feb 14 1996 (29),184 m,Left-Back,29,4352.0,14/15,,,,,,,,
Achraf Hakimi,Nov 4 1998 (26),181 m,Right-Back,26,3654.0,24/25,,,,,,,,
Achraf Hakimi,Nov 4 1998 (26),181 m,Right-Back,26,4983.0,23/24,,,,,,,,
Achraf Hakimi,Nov 4 1998 (26),181 m,Right-Back,26,3199.0,22/23,Hamstring injury,2023-02-15,"Mar 6, 2023",20 days,3,2023.0,26,24
Achraf Hakimi,Nov 4 1998 (26),181 m,Right-Back,26,4842.0,21/22,Hamstring injury,2022-02-24,"Mar 8, 2022",13 days,2,2022.0,26,23
Achraf Hakimi,Nov 4 1998 (26),181 m,Right-Back,26,4842.0,21/22,Corona virus,2021-07-16,"Jul 30, 2021",15 days,-,2021.0,26,22
Achraf Hakimi,Nov 4 1998 (26),181 m,Right-Back,26,3556.0,20/21,Ankle problems,2020-12-13,"Dec 16, 2020",4 days,2,2020.0,26,21
Achraf Hakimi,Nov 4 1998 (26),181 m,Right-Back,26,3556.0,20/21,Quarantine,2020-10-21,"Oct 23, 2020",3 days,1,2020.0,26,21
Achraf Hakimi,Nov 4 1998 (26),181 m,Right-Back,26,4872.0,19/20,,,,,,,,
Achraf Hakimi,Nov 4 1998 (26),181 m,Right-Back,26,2985.0,18/19,Metatarsal fracture,2019-03-31,"Jun 5, 2019",67 days,7,2019.0,26,20
Achraf Hakimi,Nov 4 1998 (26),181 m,Right-Back,26,2337.0,17/18,,,,,,,,
Achraf Hakimi,Nov 4 1998 (26),181 m,Right-Back,26,5590.0,16/17,,,,,,,,
Achraf Hakimi,Nov 4 1998 (26),181 m,Right-Back,26,864.0,15/16,,,,,,,,
Yoram Zague,May 15 2006 (18),168 m,Right-Back,18,1433.0,24/25,malaria,2024-07-20,"Jul 27, 2024",8 days,2,2024.0,18,17
Yoram Zague,May 15 2006 (18),168 m,Right-Back,18,4574.0,23/24,,,,,,,,
Yoram Zague,May 15 2006 (18),168 m,Right-Back,18,4154.0,22/23,Broken ankle,2023-04-08,"Jul 17, 2023",101 days,18,2023.0,18,16
João Neves,Sep 27 2004 (20),174 m,Defensive Midfield,20,3224.0,24/25,,,,,,,,
João Neves,Sep 27 2004 (20),174 m,Defensive Midfield,20,5335.0,23/24,,,,,,,,
João Neves,Sep 27 2004 (20),174 m,Defensive Midfield,20,2496.0,22/23,,,,,,,,
João Neves,Sep 27 2004 (20),174 m,Defensive Midfield,20,2556.0,21/22,,,,,,,,
Vitinha,Feb 13 2000 (25),172 m,Central Midfield,25,3483.0,24/25,,,,,,,,
Vitinha,Feb 13 2000 (25),172 m,Central Midfield,25,4186.0,23/24,,,,,,,,
Vitinha,Feb 13 2000 (25),172 m,Central Midfield,25,3630.0,22/23,,,,,,,,
Vitinha,Feb 13 2000 (25),172 m,Central Midfield,25,3988.0,21/22,Corona virus,2022-05-28,"Jun 6, 2022",10 days,2,2022.0,25,22
Vitinha,Feb 13 2000 (25),172 m,Central Midfield,25,1306.0,20/21,,,,,,,,
Vitinha,Feb 13 2000 (25),172 m,Central Midfield,25,2717.0,19/20,Muscle injury,2020-02-21,"Mar 16, 2020",25 days,4,2020.0,25,20
Vitinha,Feb 13 2000 (25),172 m,Central Midfield,25,789.0,18/19,,,,,,,,
Vitinha,Feb 13 2000 (25),172 m,Central Midfield,25,399.0,17/18,,,,,,,,
Warren Zaïre-Emery,Mar 8 2006 (19),178 m,Central Midfield,19,2530.0,24/25,ankle sprain,2025-01-29,"Feb 24, 2025",27 days,8,2025.0,19,19
Warren Zaïre-Emery,Mar 8 2006 (19),178 m,Central Midfield,19,3693.0,23/24,Ankle sprain,2023-11-19,"Dec 6, 2023",18 days,4,2023.0,19,17
Warren Zaïre-Emery,Mar 8 2006 (19),178 m,Central Midfield,19,2564.0,22/23,,,,,,,,
Warren Zaïre-Emery,Mar 8 2006 (19),178 m,Central Midfield,19,4568.0,21/22,,,,,,,,
Fabián Ruiz,Apr 3 1996 (29),189 m,Central Midfield,29,3261.0,24/25,,,,,,,,
Fabián Ruiz,Apr 3 1996 (29),189 m,Central Midfield,29,2963.0,23/24,,,,,,,,
