player_name,minutes_played,season
Jakub Moder,892.0,24/25
Jakub Moder,1080.0,23/24
Jakub Moder,2186.0,21/22
Jakub Moder,5689.0,20/21
Jakub Moder,3947.0,19/20
Jakub Moder,2694.0,18/19
Jakub Moder,2339.0,17/18
Jakub Moder,2379.0,16/17
Jakub Moder,2663.0,15/16
Shiloh 't Zand,1954.0,22/23
Shiloh 't Zand,2448.0,21/22
Shiloh 't Zand,585.0,20/21
Shiloh 't Zand,1203.0,19/20
Antoni Milambo,2339.0,24/25
Antoni Milambo,1660.0,23/24
Antoni Milambo,2965.0,22/23
Antoni Milambo,3866.0,21/22
Antoni Milambo,87.0,20/21
Antoni Milambo,740.0,19/20
Calvin Stengs,3353.0,23/24
Calvin Stengs,3012.0,22/23
Calvin Stengs,4307.0,20/21
Calvin Stengs,5161.0,19/20
Calvin Stengs,2291.0,18/19
Calvin Stengs,8.0,17/18
Calvin Stengs,3347.0,16/17
Calvin Stengs,1738.0,15/16
Chris-Kévin Nadje,319.0,24/25
Chris-Kévin Nadje,2525.0,23/24
Chris-Kévin Nadje,2398.0,22/23
Igor Paixão,3157.0,23/24
Igor Paixão,1814.0,22/23
Igor Paixão,4604.0,21/22
Igor Paixão,6316.0,20/21
Igor Paixão,2897.0,19/20
Luka Ivanusec,623.0,24/25
Luka Ivanusec,2690.0,23/24
Luka Ivanusec,4709.0,22/23
Luka Ivanusec,4330.0,21/22
Luka Ivanusec,4485.0,20/21
Luka Ivanusec,2624.0,19/20
Luka Ivanusec,3358.0,18/19
Luka Ivanusec,2612.0,17/18
Luka Ivanusec,2432.0,16/17
Luka Ivanusec,298.0,15/16
Ibrahim Osman,1052.0,24/25
Ibrahim Osman,3330.0,23/24
Anis Hadj Moussa,1875.0,24/25
Anis Hadj Moussa,2134.0,23/24
Anis Hadj Moussa,2286.0,22/23
Anis Hadj Moussa,3087.0,21/22
Ayase Ueda,2019.0,23/24
Ayase Ueda,3816.0,22/23
Ayase Ueda,1894.0,21/22
Ayase Ueda,2422.0,20/21
Ayase Ueda,1441.0,19/20
Ayase Ueda,1048.0,18/19
Julián Carranza,756.0,24/25
Julián Carranza,2361.0,23/24
Julián Carranza,6068.0,22/23
Julián Carranza,4786.0,21/22
Julián Carranza,1448.0,20/21
Julián Carranza,2842.0,19/20
Julián Carranza,1998.0,18/19
Julián Carranza,1934.0,17/18
Stéphano Carrillo,928.0,24/25
Stéphano Carrillo,1095.0,23/24
Zepiqueno Redmond,1975.0,24/25
Zepiqueno Redmond,3759.0,23/24
Zepiqueno Redmond,3829.0,22/23
Zepiqueno Redmond,3559.0,21/22
Luuk Koopmans,1890.0,19/20
Luuk Koopmans,450.0,17/18
Luuk Koopmans,587.0,16/17
Luuk Koopmans,1170.0,15/16
Luuk Koopmans,2689.0,14/15
Rodrigo Guth,1895.0,20/21
Rodrigo Guth,2314.0,19/20
Rodrigo Guth,2507.0,18/19
Rodrigo Guth,736.0,17/18
Shawn Adewoye,123.0,20/21
Shawn Adewoye,426.0,19/20
Syb van Ottele,1652.0,23/24
Syb van Ottele,785.0,21/22
Syb van Ottele,3400.0,19/20
Syb van Ottele,3955.0,18/19
Syb van Ottele,2638.0,17/18
Darijo Grujcic,1579.0,22/23
Mitchell Dijks,300.0,22/23
Mitchell Dijks,688.0,21/22
Mitchell Dijks,1491.0,20/21
Mitchell Dijks,1431.0,17/18
Mitchell Dijks,3228.0,16/17
Mitchell Dijks,4203.0,15/16
Mitchell Dijks,2492.0,14/15
Mitchell Dijks,2261.0,13/14
Mitchell Dijks,1648.0,12/13
Daley Sinkgraven,342.0,22/23
Daley Sinkgraven,814.0,21/22
Daley Sinkgraven,2165.0,20/21
Daley Sinkgraven,1863.0,19/20
Daley Sinkgraven,312.0,18/19
Daley Sinkgraven,566.0,17/18
Daley Sinkgraven,2878.0,16/17
Daley Sinkgraven,2302.0,15/16
Daley Sinkgraven,2992.0,14/15
Daley Sinkgraven,1752.0,13/14
Daley Sinkgraven,2742.0,12/13
Jasper Dahlhaus,1940.0,23/24
Jasper Dahlhaus,1145.0,20/21
Jasper Dahlhaus,3414.0,19/20
Jasper Dahlhaus,3055.0,18/19
Jasper Dahlhaus,1540.0,17/18
Ivo Pinto,1675.0,21/22
