player_name,date_of_birth/age,height,position
Jacques Ekomié,Aug 19 2003 (21),179 m,Left-Back
Florent Hanin,Feb 4 1990 (35),177 m,Left-Back
Carlens Arcus,Jun 28 1996 (28),176 m,Right-Back
Lilian Raolisoa,Jun 16 2000 (24),178 m,Right-Back
Sabanovic,Aug 22 1999 (25),182 m,Right-Back
Jean-Eudes Aholou,Mar 20 1994 (31),186 m,Defensive Midfield
Zinédine Ould Khaled,Jan 14 2000 (25),195 m,Defensive Midfield
Haris Belkebla,Jan 28 1994 (31),177 m,Central Midfield
Yassin Belkhdim,Feb 14 2002 (23),175 m,Central Midfield
Pierrick Capelle,Apr 15 1987 (37),181 m,Central Midfield
Himad Abdelli,Nov 17 1999 (25),185 m,Attacking Midfield
Farid El Melali,Jul 13 1997 (27),168 m,Left Winger
Jim Allevinah,Feb 27 1995 (30),172 m,Right Winger
Zinedine Ferhat,Mar 1 1993 (32),180 m,Right Winger
Justin Kalumba,Dec 25 2004 (20),171 m,Right Winger
Estéban Lepaul,Apr 18 2000 (24),181 m,Centre-Forward
Bamba Dieng,Mar 23 2000 (25),178 m,Centre-Forward
Ibrahima Niane,Mar 11 1999 (26),187 m,Centre-Forward
Sidiki Chérif,Dec 15 2006 (18),185 m,Centre-Forward
Adrien Hunou,Jan 19 1994 (31),179 m,Centre-Forward
Gautier Larsonneur,Feb 23 1997 (28),181 m,Goalkeeper
Brice Maubleu,Dec 1 1989 (35),192 m,Goalkeeper
Boubacar Fall,Feb 3 2001 (24),198 m,Goalkeeper
Maxime Bernauer,Jul 1 1998 (26),185 m,Centre-Back
Mickaël Nade,Mar 4 1999 (26),193 m,Centre-Back
Dylan Batubinsika,Feb 15 1996 (29),185 m,Centre-Back
Yunis Abdelhamid,Sep 28 1987 (37),190 m,Centre-Back
Anthony Briançon,Nov 28 1994 (30),185 m,Centre-Back
Pierre Cornud,Dec 12 1996 (28),177 m,Left-Back
Léo Pétrot,Apr 15 1997 (27),188 m,Left-Back
Yvann Maçon,Oct 1 1998 (26),176 m,Right-Back
Dennis Appiah,Jun 9 1992 (32),179 m,Right-Back
Pierre Ekwah,Jan 15 2002 (23),189 m,Defensive Midfield
Louis Mouton,Jun 3 2002 (22),180 m,Defensive Midfield
Lamine Fomba,Jan 26 1998 (27),188 m,Defensive Midfield
Benjamin Bouchouari,Nov 13 2001 (23),165 m,Central Midfield
Aïmen Moueffek,Apr 9 2001 (23),179 m,Central Midfield
Florian Tardieu,Apr 22 1992 (32),181 m,Central Midfield
Augustine Boakye,Nov 3 2000 (24),178 m,Attacking Midfield
Igor Miladinovic,Jun 8 2003 (21),166 m,Attacking Midfield
Ben Old,Aug 13 2002 (22),173 m,Left Winger
Zuriko Davitashvili,Feb 15 2001 (24),175 m,Right Winger
Lucas Stassin,Nov 29 2004 (20),183 m,Centre-Forward
Irvin Cardona,Aug 8 1997 (27),185 m,Centre-Forward
Ibrahim Sissoko,Nov 27 1995 (29),192 m,Centre-Forward
Ibrahima Wadji,May 5 1995 (29),175 m,Centre-Forward
Djylian N'Guessan,Aug 30 2008 (16),,Centre-Forward
