player_name,date_of_birth/age,height,position
Liam Palmer,Sep 19 1991 (33),188 m,Right-Back
Shea Charles,Nov 5 2003 (21),189 m,Defensive Midfield
Nathaniel Chalobah,Dec 12 1994 (30),185 m,Defensive Midfield
Stuart Armstrong,Mar 30 1992 (32),183 m,Central Midfield
Barry Bannan,Dec 1 1989 (35),169 m,Central Midfield
Marvin Johnson,Dec 1 1990 (34),178 m,Left Midfield
Svante Ingelsson,Jun 14 1998 (26),189 m,Attacking Midfield
Josh Windass,Jan 9 1994 (31),175 m,Attacking Midfield
Ibrahim Cissoko,Mar 26 2003 (22),188 m,Left Winger
Djeidi Gassama,Sep 10 2003 (21),177 m,Left Winger
Olaf Kobacki,Jul 10 2001 (23),178 m,Left Winger
Anthony Musaba,Dec 6 2000 (24),182 m,Right Winger
Iké Ugbo,Sep 21 1998 (26),184 m,Centre-Forward
Jamal Lowe,Jul 21 1994 (30),183 m,Centre-Forward
Callum Paterson,Oct 13 1994 (30),183 m,Centre-Forward
Michael Smith,Oct 17 1991 (33),191 m,Centre-Forward
Charlie McNeill,Sep 9 2003 (21),181 m,Centre-Forward
Viktor Johansson,Sep 14 1998 (26),187 m,Goalkeeper
Jack Bonham,Sep 14 1993 (31),192 m,Goalkeeper
Frank Fielding,Apr 4 1988 (36),185 m,Goalkeeper
Ben Wilmot,Nov 4 1999 (25),188 m,Centre-Back
Ashley Phillips,Jun 26 2005 (19),196 m,Centre-Back
Bosun Lawal,May 30 2003 (21),190 m,Centre-Back
Ben Gibson,Jan 15 1993 (32),185 m,Centre-Back
Michael Rose,Oct 11 1995 (29),188 m,Centre-Back
Jaden Dixon,May 7 2007 (17),,Centre-Back
Josh Wilson-Esbrand,Dec 26 2002 (22),176 m,Left-Back
Eric-Junior Bocat,Jul 16 1999 (25),184 m,Left-Back
Enda Stevens,Jul 9 1990 (34),183 m,Left-Back
Junior Tchamadeu,Dec 22 2003 (21),180 m,Right-Back
Wouter Burger,Feb 16 2001 (24),191 m,Defensive Midfield
Ben Pearson,Jan 4 1995 (30),176 m,Defensive Midfield
Lewis Baker,Apr 25 1995 (29),182 m,Central Midfield
Souleymane Sidibé,Feb 10 2007 (18),184 m,Central Midfield
Jordan Thompson,Jan 3 1997 (28),180 m,Central Midfield
Tatsuki Seko,Dec 22 1997 (27),175 m,Central Midfield
Andrew Moran,Oct 15 2003 (21),177 m,Attacking Midfield
Jun-ho Bae,Aug 21 2003 (21),180 m,Attacking Midfield
André Vidigal,Aug 17 1998 (26),176 m,Left Winger
Lewis Koumas,Sep 19 2005 (19),182 m,Left Winger
Million Manhoef,Jan 3 2002 (23),179 m,Right Winger
Lynden Gooch,Dec 24 1995 (29),173 m,Right Winger
Ali Al-Hamadi,Mar 1 2002 (23),187 m,Centre-Forward
Ryan Mmaee,Nov 1 1997 (27),185 m,Centre-Forward
Sam Gallagher,Sep 15 1995 (29),193 m,Centre-Forward
Emre Tezgel,Sep 19 2005 (19),182 m,Centre-Forward
Nathan Lowe,Sep 18 2005 (19),193 m,Centre-Forward
Anthony Patterson,May 10 2000 (24),189 m,Goalkeeper
Blondy Nna Noukeu,Sep 17 2001 (23),195 m,Goalkeeper
Simon Moore,May 19 1990 (34),191 m,Goalkeeper
Chris Mepham,Nov 5 1997 (27),190 m,Centre-Back
Daniel Ballard,Sep 22 1999 (25),187 m,Centre-Back
Jenson Seelt,May 23 2003 (21),192 m,Centre-Back
Luke O'Nien,Nov 21 1994 (30),174 m,Centre-Back
Aji Alese,Jan 17 2001 (24),192 m,Centre-Back
Joe Anderson,Feb 6 2001 (24),,Centre-Back
Dennis Cirkin,Apr 6 2002 (22),182 m,Left-Back
Leo Fuhr Hjelde,Aug 26 2003 (21),190 m,Left-Back
Niall Huggins,Dec 18 2000 (24),173 m,Left-Back
Trai Hume,Mar 18 2002 (23),180 m,Right-Back
Salis Abdul Samed,Mar 26 2000 (25),179 m,Defensive Midfield
Jobe Bellingham,Sep 23 2005 (19),191 m,Central Midfield
Enzo Le Fée,Feb 3 2000 (25),173 m,Central Midfield
Chris Rigg,Jun 18 2007 (17),177 m,Central Midfield
Dan Neil,Dec 13 2001 (23),185 m,Central Midfield
Alan Browne,Apr 15 1995 (29),179 m,Central Midfield
Milan Aleksic,Aug 30 2005 (19),179 m,Central Midfield
Romaine Mundle,Apr 24 2003 (21),,Left Winger
Tom Watson,Apr 8 2006 (18),190 m,Left Winger
Patrick Roberts,Feb 5 1997 (28),167 m,Right Winger
Ian Poveda,Feb 9 2000 (25),167 m,Right Winger
Wilson Isidor,Aug 27 2000 (24),186 m,Centre-Forward
Eliezer Mayenda,May 8 2005 (19),180 m,Centre-Forward
Ahmed Abdullahi,Jun 19 2004 (20),,Centre-Forward
Danns,Jan 16 2006 (19),183 m,Centre-Forward
Lawrence Vigouroux,Nov 19 1993 (31),194 m,Goalkeeper
Jon McLaughlin,Sep 9 1987 (37),191 m,Goalkeeper
Ben Cabango,May 30 2000 (24),186 m,Centre-Back
Hannes Delcroix,Feb 28 1999 (26),183 m,Centre-Back
Harry Darling,Aug 8 1999 (25),189 m,Centre-Back
Josh Tymon,May 22 1999 (25),180 m,Left-Back
Kristian Pedersen,Aug 4 1994 (30),189 m,Left-Back
Nathan Tjoe-A-On,Dec 22 2001 (23),182 m,Left-Back
Josh Key,Nov 19 1999 (25),178 m,Right-Back
Cyrus Christie,Sep 30 1992 (32),188 m,Right-Back
Kyle Naughton,Nov 17 1988 (36),181 m,Right-Back
Sam Parker,Jul 7 2006 (18),178 m,Right-Back
Lewis O'Brien,Oct 14 1998 (26),173 m,Central Midfield
Gonçalo Franco,Nov 17 2000 (24),176 m,Central Midfield
Jay Fulton,Apr 1 1994 (30),185 m,Central Midfield
Joe Allen,Mar 14 1990 (35),170 m,Central Midfield
Oliver Cooper,Dec 14 1999 (25),176 m,Attacking Midfield
Ji-sung Eom,May 9 2002 (22),176 m,Left Winger
Josh Ginnelly,Mar 24 1997 (28),175 m,Left Winger
Myles Peart-Harris,Sep 18 2002 (22),187 m,Left Winger
Florian Bianchini,Jun 25 2001 (23),182 m,Right Winger
Ronald,Jun 14 2001 (23),177 m,Right Winger
Zan Vipotnik,Mar 18 2002 (23),185 m,Centre-Forward
Liam Cullen,Apr 23 1999 (25),178 m,Centre-Forward
Daniel Bachmann,Jul 9 1994 (30),191 m,Goalkeeper
Egil Selvik,Jul 30 1997 (27),192 m,Goalkeeper
Jonathan Bond,May 19 1993 (31),193 m,Goalkeeper
Alfie Marriott,Mar 26 2004 (21),,Goalkeeper
Francisco Sierralta,May 6 1997 (27),192 m,Centre-Back
Mattie Pollock,Sep 28 2001 (23),190 m,Centre-Back
James Abankwah,Jan 16 2004 (21),188 m,Centre-Back
Kévin Keben,Jan 26 2004 (21),187 m,Centre-Back
Angelo Ogbonna,May 23 1988 (36),191 m,Centre-Back
Caleb Wiley,Dec 22 2004 (20),180 m,Left-Back
Yasser Larouci,Jan 1 2001 (24),176 m,Left-Back
James Morris,Nov 23 2001 (23),183 m,Left-Back
Ryan Andrews,Aug 26 2004 (20),,Right-Back
Jeremy Ngakia,Sep 7 2000 (24),184 m,Right-Back
Edo Kayembe,Jun 3 1998 (26),183 m,Defensive Midfield
Imrân Louza,May 1 1999 (25),178 m,Central Midfield
Pierre Dwomoh,Jun 21 2004 (20),188 m,Central Midfield
Tom Dele-Bashiru,Sep 17 1999 (25),178 m,Central Midfield
Moussa Sissoko,Aug 16 1989 (35),187 m,Central Midfield
Giorgi Chakvetadze,Aug 29 1999 (25),183 m,Attacking Midfield
Kwadwo Baah,Jan 27 2003 (22),182 m,Left Winger
Tom Ince,Jan 30 1992 (33),178 m,Right Winger
Rocco Vata,Apr 18 2005 (19),184 m,Second Striker
Vakoun Bayo,Jan 10 1997 (28),184 m,Centre-Forward
Mamadou Doumbia,Feb 18 2006 (19),192 m,Centre-Forward
Josh Griffiths,Sep 5 2001 (23),197 m,Goalkeeper
Joe Wildsmith,Dec 28 1995 (29),189 m,Goalkeeper
Ted Cann,Dec 27 2000 (24),195 m,Goalkeeper
Mason Holgate,Oct 22 1996 (28),187 m,Centre-Back
Semi Ajayi,Nov 9 1993 (31),193 m,Centre-Back
Torbjørn Heggem,Jan 12 1999 (26),192 m,Centre-Back
Kyle Bartley,May 22 1991 (33),194 m,Centre-Back
Gianluca Frabotta,Jun 24 1999 (25),187 m,Left-Back
Darnell Furlong,Oct 31 1995 (29),183 m,Right-Back
Ousmane Diakité,Jul 25 2000 (24),189 m,Defensive Midfield
Alex Mowatt,Feb 13 1995 (30),177 m,Central Midfield
Jayson Molumby,Aug 6 1999 (25),176 m,Central Midfield
John Swift,Jun 23 1995 (29),182 m,Central Midfield
Isaac Price,Sep 26 2003 (21),188 m,Central Midfield
Tom Fellows,Jul 25 2003 (21),183 m,Right Midfield
Callum Styles,Mar 27 2000 (25),167 m,Left Midfield
Mikey Johnston,Apr 19 1999 (25),176 m,Left Winger
Grady Diangana,Apr 19 1998 (26),180 m,Right Winger
Jed Wallace,Mar 29 1994 (30),178 m,Right Winger
Adam Armstrong,Feb 10 1997 (28),173 m,Centre-Forward
Josh Maja,Dec 27 1998 (26),181 m,Centre-Forward
Karlan Grant,Sep 18 1997 (27),183 m,Centre-Forward
Daryl Dike,Jun 3 2000 (24),187 m,Centre-Forward
Will Lankshear,Apr 20 2005 (19),189 m,Centre-Forward
Devante Cole,May 10 1995 (29),184 m,Centre-Forward
Tammer Bany,Oct 19 2003 (21),181 m,Centre-Forward
