player_name,season,injury,from_date,to_date,days_out,matches_missed
Thibaut Courtois,24/25,Adductor injury,"Oct 23, 2024","Nov 23, 2024",32 days,3
Thibaut Courtois,24/25,Adductor tear,"Sep 30, 2024","Oct 18, 2024",19 days,2
Thibaut Courtois,23/24,Meniscus tear,"Mar 19, 2024","Apr 28, 2024",41 days,6
Thibaut Courtois,23/24,Cruciate ligament tear,"Aug 10, 2023","Mar 31, 2024",235 days,42
Thibaut Courtois,22/23,Adductor pain,"Mar 26, 2023","Mar 30, 2023",5 days,1
Thibaut Courtois,22/23,Hamstring injury,"Feb 6, 2023","Feb 17, 2023",12 days,3
Thibaut Courtois,22/23,Sciatica problems,"Sep 29, 2022","Oct 17, 2022",19 days,5
Thibaut Courtois,21/22,Inflammation of pubic bone,"May 30, 2022","Jun 30, 2022",32 days,4
Thibaut Courtois,21/22,Corona virus,"Dec 30, 2021","Jan 3, 2022",5 days,1
Thibaut Courtois,20/21,minor knock,"Oct 5, 2020","Oct 15, 2020",11 days,3
Thibaut Courtois,19/20,Muscle injury,"Mar 9, 2020","Mar 26, 2020",18 days,-
Thibaut Courtois,19/20,stomach problems,"Oct 3, 2019","Oct 7, 2019",5 days,1
Thibaut Courtois,19/20,Bone sprain,"Jul 29, 2019","Aug 5, 2019",8 days,-
Thibaut Courtois,18/19,minor knock,"Mar 28, 2019","Mar 28, 2019",1 days,-
Thibaut Courtois,18/19,Hamstring injury,"Mar 25, 2019","Apr 22, 2019",29 days,5
Andriy Lunin,24/25,infection,"Oct 6, 2024","Oct 16, 2024",11 days,-
Andriy Lunin,23/24,Back problems,"Oct 8, 2023","Oct 18, 2023",11 days,-
Andriy Lunin,21/22,inflammation,"Feb 25, 2022","Mar 1, 2022",5 days,1
Andriy Lunin,21/22,Corona virus,"Dec 16, 2021","Dec 24, 2021",9 days,2
Andriy Lunin,21/22,Corona virus,"Aug 25, 2021","Sep 6, 2021",13 days,1
Andriy Lunin,20/21,Corona virus,"Oct 5, 2020","Oct 9, 2020",5 days,-
Éder Militão,24/25,Cruciate ligament tear,"Nov 9, 2024","Aug 1, 2025",266 days,46
Éder Militão,24/25,Muscle injury,"Oct 8, 2024","Oct 18, 2024",11 days,-
Éder Militão,24/25,muscular problems,"Sep 6, 2024","Sep 13, 2024",8 days,-
Éder Militão,23/24,Fitness,"Mar 13, 2024","Mar 30, 2024",18 days,3
Éder Militão,23/24,Cruciate ligament tear,"Aug 13, 2023","Mar 13, 2024",214 days,45
Éder Militão,22/23,Muscle injury,"Feb 3, 2023","Feb 9, 2023",7 days,2
Éder Militão,22/23,Hamstring injury,"Sep 6, 2022","Sep 16, 2022",11 days,3
Éder Militão,21/22,flu,"Mar 14, 2022","Mar 18, 2022",5 days,1
Éder Militão,20/21,Knock,"Feb 7, 2021","Mar 5, 2021",27 days,5
Éder Militão,20/21,Corona virus,"Nov 2, 2020","Nov 17, 2020",16 days,3
Éder Militão,20/21,Knock,"Sep 16, 2020","Oct 16, 2020",31 days,6
Éder Militão,17/18,Hamstring strain,"Oct 31, 2017","Nov 5, 2017",6 days,1
Antonio Rüdiger,24/25,Muscle injury,"Feb 2, 2025","Feb 18, 2025",17 days,4
Antonio Rüdiger,23/24,Muscle strain,"Jun 24, 2024","Jun 28, 2024",5 days,-
Antonio Rüdiger,23/24,Hamstring injury,"Feb 2, 2024","Feb 19, 2024",18 days,4
Antonio Rüdiger,21/22,Groin injury,"Apr 14, 2022","Apr 28, 2022",15 days,4
Antonio Rüdiger,19/20,Groin injury,"Sep 12, 2019","Dec 12, 2019",92 days,24
Antonio Rüdiger,19/20,Knock,"Aug 19, 2019","Sep 16, 2019",29 days,5
Antonio Rüdiger,18/19,Knee injury,"Jul 15, 2019","Aug 12, 2019",29 days,1
Antonio Rüdiger,18/19,Knee surgery,"Apr 29, 2019","Jun 3, 2019",36 days,5
Antonio Rüdiger,18/19,minor knock,"Apr 15, 2019","Apr 29, 2019",15 days,3
Antonio Rüdiger,18/19,Knee injury,"Jan 31, 2019","Feb 4, 2019",5 days,1
Antonio Rüdiger,18/19,Groin strain,"Oct 8, 2018","Oct 22, 2018",15 days,3
Antonio Rüdiger,18/19,Groin injury,"Sep 24, 2018","Oct 1, 2018",8 days,2
Antonio Rüdiger,16/17,muscular problems,"Feb 16, 2017","Feb 20, 2017",5 days,2
Antonio Rüdiger,15/16,Cruciate ligament tear,"Jun 9, 2016","Oct 24, 2016",138 days,24
Antonio Rüdiger,15/16,Hamstring muscle injury,"Mar 7, 2016","Mar 17, 2016",11 days,2
David Alaba,24/25,Adductor injury,"Feb 4, 2025","Feb 18, 2025",15 days,4
David Alaba,23/24,Cruciate ligament tear,"Dec 18, 2023","Jan 1, 2025",381 days,58
David Alaba,23/24,Adductor pain,"Sep 27, 2023","Oct 19, 2023",23 days,6
David Alaba,22/23,Hamstring injury,"Feb 22, 2023","Mar 22, 2023",29 days,6
David Alaba,22/23,Muscle injury,"Jan 9, 2023","Feb 3, 2023",26 days,7
David Alaba,21/22,Fitness,"Jun 2, 2022","Jun 6, 2022",5 days,2
David Alaba,21/22,Adductor pain,"May 5, 2022","May 26, 2022",22 days,4
David Alaba,21/22,Adductor pain,"Apr 28, 2022","May 2, 2022",5 days,1
David Alaba,21/22,muscular problems,"Feb 24, 2022","Feb 28, 2022",5 days,1
David Alaba,21/22,muscular problems,"Jan 10, 2022","Jan 13, 2022",4 days,1
David Alaba,21/22,Corona virus,"Dec 20, 2021","Dec 27, 2021",8 days,1
David Alaba,21/22,muscular problems,"Sep 9, 2021","Sep 13, 2021",5 days,1
David Alaba,21/22,Corona virus,"Jul 29, 2021","Aug 2, 2021",5 days,-
David Alaba,20/21,Muscle injury,"Mar 11, 2021","Mar 15, 2021",5 days,1
David Alaba,20/21,muscular problems,"Sep 17, 2020","Sep 21, 2020",5 days,1
Jesús Vallejo,24/25,Muscle injury,"Aug 23, 2024","Sep 13, 2024",22 days,3
Jesús Vallejo,23/24,depression,"Jan 15, 2024","Jun 30, 2024",168 days,18
Jesús Vallejo,23/24,Lower leg fracture,"Oct 8, 2023","Dec 25, 2023",79 days,11
Jesús Vallejo,23/24,Lower leg fracture,"Aug 14, 2023","Oct 2, 2023",50 days,8
Jesús Vallejo,22/23,unknown injury,"Aug 27, 2022","Sep 10, 2022",15 days,3
Jesús Vallejo,21/22,Corona virus,"Apr 11, 2022","Apr 22, 2022",12 days,3
Jesús Vallejo,21/22,Knock,"Jan 15, 2022","Feb 2, 2022",19 days,3
Jesús Vallejo,20/21,Muscle injury,"Apr 26, 2021","May 18, 2021",23 days,5
Jesús Vallejo,20/21,Corona virus,"Nov 3, 2020","Nov 18, 2020",16 days,2
Jesús Vallejo,18/19,Hamstring injury,"Jan 14, 2019","Feb 10, 2019",28 days,8
Jesús Vallejo,18/19,Hamstring injury,"Oct 26, 2018","Dec 3, 2018",39 days,10
Jesús Vallejo,18/19,Muscle injury,"Aug 7, 2018","Sep 10, 2018",35 days,5
Jesús Vallejo,17/18,Knock,"Apr 7, 2018","Apr 10, 2018",4 days,1
Jesús Vallejo,17/18,Hamstring injury,"Jan 19, 2018","Feb 28, 2018",41 days,10
Jesús Vallejo,17/18,muscular problems,"Sep 14, 2017","Sep 28, 2017",15 days,4
Ferland Mendy,24/25,Leg injury,"Dec 8, 2024","Dec 18, 2024",11 days,3
Ferland Mendy,24/25,strain,"Sep 2, 2024","Sep 13, 2024",12 days,-
Ferland Mendy,23/24,Muscle injury,"Jul 30, 2023","Sep 20, 2023",53 days,6
Ferland Mendy,22/23,Muscle injury,"Mar 20, 2023","May 11, 2023",53 days,12
Ferland Mendy,22/23,Muscle injury,"Jan 31, 2023","Mar 12, 2023",41 days,11
Ferland Mendy,21/22,Knock,"Apr 13, 2022","Apr 25, 2022",13 days,2
Ferland Mendy,21/22,Adductor injury,"Mar 15, 2022","Apr 1, 2022",18 days,1
Ferland Mendy,21/22,Hamstring injury,"Jan 31, 2022","Feb 14, 2022",15 days,3
Ferland Mendy,21/22,Knock,"Jan 3, 2022","Jan 7, 2022",5 days,1
Ferland Mendy,21/22,Muscle injury,"Sep 11, 2021","Oct 15, 2021",35 days,7
Ferland Mendy,20/21,inflammation,"May 8, 2021","Sep 10, 2021",126 days,7
Ferland Mendy,20/21,Calf problems,"Apr 17, 2021","May 3, 2021",17 days,5
Ferland Mendy,19/20,Muscle injury,"Sep 24, 2019","Oct 16, 2019",23 days,5
Ferland Mendy,19/20,Hamstring injury,"Jul 25, 2019","Aug 19, 2019",26 days,1
Ferland Mendy,18/19,Muscle injury,"Mar 14, 2019","Apr 20, 2019",38 days,8
Fran García,20/21,Partial damage to the cruciate ligament,"Nov 23, 2020","Dec 3, 2020",11 days,3
Fran García,17/18,Shoulder injury,"Mar 25, 2018","Jul 25, 2018",123 days,-
Daniel Carvajal,24/25,Cruciate ligament tear,"Oct 6, 2024","Aug 1, 2025",300 days,50
Daniel Carvajal,23/24,Muscle injury,"Sep 19, 2023","Sep 26, 2023",8 days,2
Daniel Carvajal,22/23,Rest,"May 12, 2023","May 15, 2023",4 days,1
Daniel Carvajal,22/23,Muscle injury,"Jan 16, 2023","Feb 1, 2023",17 days,4
Daniel Carvajal,21/22,Knock,"May 10, 2022","May 14, 2022",5 days,1
Daniel Carvajal,21/22,Corona virus,"Jan 14, 2022","Jan 28, 2022",15 days,3
Daniel Carvajal,21/22,muscular problems,"Dec 15, 2021","Jan 10, 2022",27 days,5
Daniel Carvajal,21/22,Calf problems,"Sep 20, 2021","Oct 22, 2021",33 days,7
Daniel Carvajal,20/21,Muscle injury,"Apr 28, 2021","Aug 20, 2021",115 days,15
Daniel Carvajal,20/21,Hamstring injury,"Feb 15, 2021","Apr 20, 2021",65 days,15
Daniel Carvajal,20/21,Muscle injury,"Jan 11, 2021","Feb 12, 2021",33 days,6
Daniel Carvajal,20/21,Muscle injury,"Nov 28, 2020","Dec 8, 2020",11 days,3
Daniel Carvajal,20/21,Inner ligament injury,"Oct 2, 2020","Nov 20, 2020",50 days,14
Daniel Carvajal,19/20,flu,"Mar 7, 2020","Mar 12, 2020",6 days,1
Daniel Carvajal,18/19,Torn muscle bundle,"Mar 7, 2019","Apr 15, 2019",40 days,8
Lucas Vázquez,24/25,Hamstring injury,"Feb 9, 2025","Feb 18, 2025",10 days,2
Lucas Vázquez,24/25,Adductor injury,"Nov 9, 2024","Nov 25, 2024",17 days,2
Lucas Vázquez,23/24,Hamstring injury,"Jan 5, 2024","Jan 19, 2024",15 days,4
Lucas Vázquez,22/23,Ankle injury,"Jan 12, 2023","Feb 14, 2023",34 days,9
Lucas Vázquez,21/22,Stomach flu,"Feb 5, 2022","Feb 11, 2022",7 days,1
Lucas Vázquez,20/21,Cruciate ligament strain,"Apr 11, 2021","Jun 30, 2021",81 days,11
Lucas Vázquez,20/21,muscular problems,"Jan 27, 2021","Feb 12, 2021",17 days,3
Lucas Vázquez,20/21,muscular problems,"Sep 11, 2020","Sep 25, 2020",15 days,1
Lucas Vázquez,19/20,Calf injury,"Jun 11, 2020","Jul 1, 2020",21 days,5
Lucas Vázquez,19/20,Broken toe,"Nov 21, 2019","Jan 6, 2020",47 days,9
Lucas Vázquez,19/20,Calf problems,"Oct 14, 2019","Oct 25, 2019",12 days,2
Lucas Vázquez,18/19,Hamstring injury,"Mar 6, 2019","Mar 29, 2019",24 days,2
Lucas Vázquez,16/17,Torn muscle fiber,"Dec 19, 2016","Jan 12, 2017",25 days,3
Lucas Vázquez,15/16,Knee bruise,"May 8, 2016","May 25, 2016",18 days,2
Lucas Vázquez,14/15,Groin problems,"Mar 27, 2015","Apr 4, 2015",9 days,1
Aurélien Tchouaméni,24/25,ankle sprain,"Nov 6, 2024","Dec 2, 2024",27 days,4
Aurélien Tchouaméni,24/25,Foot injury,"Sep 2, 2024","Sep 16, 2024",15 days,1
Aurélien Tchouaméni,23/24,Foot injury,"May 8, 2024","May 29, 2024",22 days,5
Aurélien Tchouaméni,23/24,fatigue fracture,"Oct 28, 2023","Dec 14, 2023",48 days,11
Aurélien Tchouaméni,22/23,flu,"Feb 18, 2023","Feb 20, 2023",3 days,1
Aurélien Tchouaméni,22/23,Muscle injury,"Jan 9, 2023","Feb 1, 2023",24 days,6
Aurélien Tchouaméni,22/23,Muscle injury,"Oct 30, 2022","Nov 4, 2022",6 days,2
Aurélien Tchouaméni,21/22,Groin injury,"Dec 30, 2021","Jan 6, 2022",8 days,1
Aurélien Tchouaméni,20/21,Ankle injury,"Apr 1, 2021","Apr 5, 2021",5 days,1
Federico Valverde,22/23,Dead leg,"Oct 23, 2022","Oct 27, 2022",5 days,1
Federico Valverde,21/22,flu,"Mar 3, 2022","Mar 7, 2022",5 days,1
Federico Valverde,21/22,Corona virus,"Dec 29, 2021","Jan 1, 2022",4 days,-
Federico Valverde,21/22,sprain,"Oct 25, 2021","Nov 26, 2021",33 days,8
Federico Valverde,20/21,Corona virus,"Apr 21, 2021","May 3, 2021",13 days,4
Federico Valverde,20/21,Quarantine,"Apr 17, 2021","Apr 20, 2021",4 days,1
Federico Valverde,20/21,muscular problems,"Mar 23, 2021","Apr 5, 2021",14 days,1
Federico Valverde,20/21,Muscle injury,"Jan 21, 2021","Feb 26, 2021",37 days,7
Federico Valverde,20/21,Shin injury,"Nov 9, 2020","Dec 11, 2020",33 days,8
Federico Valverde,19/20,Muscle injury,"Sep 13, 2019","Sep 20, 2019",8 days,2
Federico Valverde,17/18,Knee injury,"Feb 13, 2018","Apr 2, 2018",49 days,9
Federico Valverde,17/18,Ill,"Jan 5, 2018","Jan 12, 2018",8 days,1
Eduardo Camavinga,24/25,Hamstring injury,"Jan 16, 2025","Feb 6, 2025",22 days,7
Eduardo Camavinga,24/25,Muscle injury,"Nov 27, 2024","Dec 13, 2024",17 days,5
Eduardo Camavinga,24/25,Knee injury,"Aug 13, 2024","Sep 26, 2024",45 days,11
Eduardo Camavinga,23/24,ankle sprain,"Mar 26, 2024","Mar 30, 2024",5 days,-
Eduardo Camavinga,23/24,Torn lateral knee ligament,"Nov 15, 2023","Jan 4, 2024",51 days,10
Eduardo Camavinga,21/22,Corona virus,"Dec 29, 2021","Jan 1, 2022",4 days,-
Eduardo Camavinga,21/22,Knock,"Oct 4, 2021","Oct 18, 2021",15 days,4
Eduardo Camavinga,20/21,Knock,"Oct 24, 2020","Nov 15, 2020",23 days,7
Eduardo Camavinga,19/20,Rest,"Feb 7, 2020","Feb 9, 2020",3 days,1
Eduardo Camavinga,19/20,Muscle injury,"Nov 19, 2019","Nov 27, 2019",9 days,1
Luka Modric,23/24,Thigh problems,"Nov 26, 2023","Dec 1, 2023",6 days,2
Luka Modric,22/23,Muscle fatigue,"Oct 24, 2022","Oct 29, 2022",6 days,1
Luka Modric,22/23,strain,"Sep 28, 2022","Oct 6, 2022",9 days,2
Luka Modric,21/22,Knock,"Jan 3, 2022","Jan 7, 2022",5 days,1
Luka Modric,21/22,Corona virus,"Dec 15, 2021","Dec 24, 2021",10 days,2
Luka Modric,21/22,cold,"Nov 5, 2021","Nov 8, 2021",4 days,1
Luka Modric,21/22,muscular problems,"Oct 26, 2021","Oct 28, 2021",3 days,1
Luka Modric,21/22,Adductor pain,"Aug 20, 2021","Sep 10, 2021",22 days,5
Luka Modric,20/21,Back problems,"Apr 20, 2021","Apr 23, 2021",4 days,1
Luka Modric,20/21,Contracture,"Dec 21, 2020","Dec 27, 2020",7 days,1
Luka Modric,19/20,bruise,"Oct 15, 2019","Oct 23, 2019",9 days,2
Luka Modric,19/20,Muscle injury,"Sep 12, 2019","Sep 27, 2019",16 days,4
Luka Modric,17/18,Muscle injury,"Feb 19, 2018","Mar 5, 2018",15 days,4
Luka Modric,17/18,Broken ankle,"Oct 5, 2017","Nov 1, 2017",28 days,8
Luka Modric,16/17,muscular problems,"Jan 23, 2017","Feb 9, 2017",18 days,2
Dani Ceballos,24/25,ankle sprain,"Sep 2, 2024","Oct 18, 2024",47 days,7
Dani Ceballos,23/24,Hamstring injury,"Jul 15, 2023","Aug 31, 2023",48 days,3
Dani Ceballos,22/23,Knock,"Oct 6, 2022","Oct 26, 2022",21 days,6
Dani Ceballos,21/22,Muscle injury,"May 5, 2022","May 14, 2022",10 days,2
Dani Ceballos,21/22,Corona virus,"Apr 14, 2022","Apr 19, 2022",6 days,1
Dani Ceballos,21/22,Ankle injury,"Jul 22, 2021","Dec 18, 2021",150 days,35
Dani Ceballos,20/21,Calf injury,"Jan 15, 2021","Feb 1, 2021",18 days,4
Dani Ceballos,20/21,Ankle injury,"Oct 18, 2020","Oct 24, 2020",7 days,1
Dani Ceballos,19/20,Torn muscle bundle,"Nov 7, 2019","Dec 31, 2019",55 days,13
Dani Ceballos,19/20,Knock,"Aug 8, 2019","Aug 10, 2019",3 days,-
Dani Ceballos,17/18,ankle sprain,"Jan 22, 2018","Feb 13, 2018",23 days,4
Dani Ceballos,16/17,Ankle injury,"May 1, 2017","May 12, 2017",12 days,1
Jude Bellingham,24/25,Muscle injury,"Aug 23, 2024","Sep 15, 2024",24 days,4
Jude Bellingham,23/24,ankle sprain,"Feb 10, 2024","Mar 2, 2024",22 days,5
Jude Bellingham,23/24,Shoulder injury,"Nov 9, 2023","Nov 26, 2023",18 days,2
Jude Bellingham,22/23,Knee injury,"May 20, 2023","May 22, 2023",3 days,1
Jude Bellingham,21/22,Knee problems,"Nov 25, 2021","Dec 1, 2021",7 days,1
Jude Bellingham,20/21,Knock,"Dec 30, 2020","Jan 10, 2021",12 days,2
Vinicius Junior,24/25,Muscle injury,"Nov 25, 2024","Dec 8, 2024",14 days,4
Vinicius Junior,24/25,Cervical spine injury,"Oct 6, 2024","Oct 16, 2024",11 days,-
Vinicius Junior,23/24,Torn thigh muscle,"Nov 18, 2023","Jan 1, 2024",45 days,8
Vinicius Junior,23/24,Hamstring muscle injury,"Aug 26, 2023","Sep 26, 2023",32 days,6
Vinicius Junior,22/23,Knee problems,"May 24, 2023","May 27, 2023",4 days,2
Vinicius Junior,21/22,Corona virus,"Dec 29, 2021","Jan 7, 2022",10 days,2
Vinicius Junior,20/21,Intestinal virus,"Dec 19, 2020","Dec 22, 2020",4 days,1
Vinicius Junior,18/19,Torn lateral knee ligament,"Mar 6, 2019","May 3, 2019",59 days,11
Rodrygo,24/25,Muscle injury,"Nov 9, 2024","Nov 29, 2024",21 days,3
Rodrygo,24/25,Hamstring injury,"Oct 22, 2024","Nov 4, 2024",14 days,2
Rodrygo,22/23,Rest,"May 12, 2023","May 15, 2023",4 days,1
Rodrygo,22/23,Left hip flexor problems,"Feb 23, 2023","Mar 1, 2023",7 days,1
Rodrygo,22/23,Muscle fatigue,"Aug 9, 2022","Aug 23, 2022",15 days,3
Rodrygo,21/22,Corona virus,"Dec 16, 2021","Dec 26, 2021",11 days,2
Rodrygo,21/22,Stomach flu,"Nov 28, 2021","Nov 30, 2021",3 days,1
Rodrygo,21/22,Hamstring injury,"Oct 31, 2021","Nov 19, 2021",20 days,4
Rodrygo,20/21,Hamstring injury,"Dec 24, 2020","Feb 27, 2021",66 days,12
Rodrygo,19/20,Hamstring injury,"Aug 14, 2019","Sep 9, 2019",27 days,4
Arda Güler,23/24,Muscle injury,"Nov 8, 2023","Dec 31, 2023",54 days,11
Arda Güler,23/24,Muscle injury,"Sep 26, 2023","Oct 29, 2023",34 days,9
Arda Güler,23/24,Meniscus damage,"Jul 29, 2023","Sep 26, 2023",60 days,9
Arda Güler,22/23,Fitness,"Dec 17, 2022","Dec 25, 2022",9 days,2
Arda Güler,22/23,Knee injury,"Nov 19, 2022","Dec 17, 2022",29 days,-
Arda Güler,22/23,Stomach flu,"Sep 26, 2022","Sep 30, 2022",5 days,-
Arda Güler,21/22,Stress reaction of the bone,"May 5, 2022","Jun 23, 2022",50 days,7
Arda Güler,21/22,laceration wound,"Dec 22, 2021","Feb 1, 2022",42 days,7
Brahim Díaz,24/25,Hamstring injury,"Sep 14, 2024","Oct 25, 2024",42 days,11
Brahim Díaz,22/23,Knee injury,"Mar 3, 2023","Mar 6, 2023",4 days,1
Brahim Díaz,22/23,Contracture,"Oct 22, 2022","Oct 25, 2022",4 days,2
Brahim Díaz,21/22,Corona virus,"Oct 15, 2021","Oct 27, 2021",13 days,4
Brahim Díaz,20/21,unknown injury,"Mar 31, 2021","Apr 7, 2021",8 days,1
Brahim Díaz,20/21,Thigh problems,"Jan 27, 2021","Feb 20, 2021",25 days,7
Brahim Díaz,19/20,Hamstring injury,"Aug 20, 2019","Sep 13, 2019",25 days,6
Brahim Díaz,19/20,Hamstring injury,"Jul 13, 2019","Aug 16, 2019",35 days,-
Kylian Mbappé,24/25,Hamstring injury,"Dec 12, 2024","Dec 17, 2024",6 days,1
Kylian Mbappé,24/25,Muscle injury,"Sep 25, 2024","Sep 30, 2024",6 days,1
Kylian Mbappé,22/23,Hamstring injury,"Feb 2, 2023","Feb 12, 2023",11 days,3
Kylian Mbappé,22/23,Adductor pain,"Aug 5, 2022","Aug 7, 2022",3 days,1
Kylian Mbappé,21/22,infection,"Oct 26, 2021","Nov 2, 2021",8 days,1
Kylian Mbappé,21/22,Calf injury,"Sep 2, 2021","Sep 10, 2021",9 days,2
Kylian Mbappé,20/21,Calf injury,"May 5, 2021","May 11, 2021",7 days,1
Kylian Mbappé,20/21,Calf injury,"Apr 29, 2021","May 3, 2021",5 days,1
Kylian Mbappé,20/21,Thigh problems,"Nov 1, 2020","Nov 15, 2020",15 days,4
Kylian Mbappé,20/21,Corona virus,"Sep 7, 2020","Sep 18, 2020",12 days,4
Kylian Mbappé,20/21,Ankle injury,"Jul 25, 2020","Aug 10, 2020",17 days,1
Kylian Mbappé,19/20,Rest,"Feb 14, 2020","Feb 16, 2020",3 days,1
Kylian Mbappé,19/20,Adductor pain,"Nov 7, 2019","Nov 11, 2019",5 days,1
Kylian Mbappé,19/20,Thigh problems,"Oct 2, 2019","Oct 17, 2019",16 days,3
Kylian Mbappé,19/20,Hamstring injury,"Aug 26, 2019","Sep 25, 2019",31 days,7
Marc-André ter Stegen,24/25,Patellar tendon rupture,"Sep 23, 2024","Jun 30, 2025",281 days,48
Marc-André ter Stegen,23/24,Back injury,"Nov 17, 2023","Feb 10, 2024",86 days,19
Marc-André ter Stegen,22/23,Stomach flu,"Nov 14, 2022","Nov 19, 2022",6 days,1
Marc-André ter Stegen,21/22,cold,"May 6, 2022","May 9, 2022",4 days,1
Marc-André ter Stegen,20/21,Knee surgery,"May 17, 2021","Aug 28, 2021",104 days,9
Marc-André ter Stegen,20/21,Rest,"Dec 1, 2020","Dec 3, 2020",3 days,1
Marc-André ter Stegen,20/21,Knee injury,"Aug 17, 2020","Nov 3, 2020",79 days,13
Marc-André ter Stegen,19/20,Knee injury,"Dec 30, 2019","Jan 10, 2020",12 days,2
Marc-André ter Stegen,18/19,Knee problems,"May 16, 2019","Jun 16, 2019",32 days,4
Marc-André ter Stegen,18/19,Shoulder injury,"Nov 12, 2018","Nov 20, 2018",9 days,2
Marc-André ter Stegen,17/18,Knee problems,"Mar 24, 2018","Mar 29, 2018",6 days,1
Marc-André ter Stegen,16/17,Muscle injury,"Sep 8, 2016","Sep 12, 2016",5 days,1
Marc-André ter Stegen,16/17,Knee injury,"Aug 11, 2016","Aug 25, 2016",15 days,3
Marc-André ter Stegen,15/16,Knee problems,"Nov 30, 2015","Dec 3, 2015",4 days,1
Marc-André ter Stegen,15/16,Dental surgery,"Nov 9, 2015","Nov 16, 2015",8 days,1
Iñaki Peña,21/22,unknown injury,"Apr 30, 2022","May 21, 2022",22 days,4
Iñaki Peña,21/22,Corona virus,"Jan 19, 2022","Jan 26, 2022",8 days,2
Iñaki Peña,18/19,Knee injury,"Aug 17, 2018","Aug 31, 2018",15 days,1
Iñaki Peña,16/17,Ill,"Nov 21, 2016","Nov 25, 2016",5 days,-
Iñaki Peña,16/17,surgery,"Jun 30, 2016","Oct 29, 2016",122 days,5
Wojciech Szczesny,23/24,unknown injury,"Aug 26, 2023","Sep 1, 2023",7 days,1
Wojciech Szczesny,22/23,Chest injury,"Apr 13, 2023","Apr 15, 2023",3 days,1
Wojciech Szczesny,22/23,Ankle sprain,"Aug 31, 2022","Sep 18, 2022",19 days,6
Wojciech Szczesny,22/23,Adductor injury,"Jul 30, 2022","Aug 26, 2022",28 days,2
Wojciech Szczesny,21/22,Bruised ribs,"Nov 5, 2021","Nov 7, 2021",3 days,1
Wojciech Szczesny,19/20,muscular problems,"Dec 14, 2019","Dec 20, 2019",7 days,2
Wojciech Szczesny,15/16,Hamstring injury,"Jun 13, 2016","Aug 1, 2016",50 days,4
Wojciech Szczesny,15/16,Finger injury,"Sep 17, 2015","Sep 28, 2015",12 days,3
Wojciech Szczesny,14/15,Bruised ribs,"Mar 30, 2015","Apr 9, 2015",11 days,1
Wojciech Szczesny,14/15,Hip injury,"Nov 24, 2014","Dec 4, 2014",11 days,3
Wojciech Szczesny,12/13,Ankle injury,"Sep 17, 2012","Nov 5, 2012",50 days,13
Wojciech Szczesny,12/13,Bruised ribs,"Aug 20, 2012","Sep 11, 2012",23 days,4
Wojciech Szczesny,10/11,Finger injury,"Mar 7, 2011","Apr 18, 2011",43 days,8
Ronald Araujo,24/25,ankle sprain,"Feb 10, 2025","Feb 17, 2025",8 days,1
Ronald Araujo,24/25,Hamstring injury,"Jul 15, 2024","Dec 8, 2024",147 days,22
Ronald Araujo,23/24,Knee problems,"May 15, 2024","May 18, 2024",4 days,1
Ronald Araujo,23/24,Muscle injury,"Aug 17, 2023","Sep 22, 2023",37 days,7
Ronald Araujo,22/23,Calf injury,"May 15, 2023","Jun 15, 2023",32 days,5
Ronald Araujo,22/23,Adductor injury,"Mar 20, 2023","Mar 30, 2023",11 days,2
Ronald Araujo,22/23,Adductor tear,"Sep 26, 2022","Dec 4, 2022",70 days,16
Ronald Araujo,21/22,concussion,"May 9, 2022","May 19, 2022",11 days,2
Ronald Araujo,21/22,Calf injury,"Feb 14, 2022","Feb 21, 2022",8 days,2
Ronald Araujo,21/22,Hand injury,"Jan 6, 2022","Jan 13, 2022",8 days,2
Ronald Araujo,21/22,Hamstring injury,"Oct 11, 2021","Nov 1, 2021",22 days,6
Ronald Araujo,21/22,Muscle injury,"Jun 17, 2021","Jul 5, 2021",19 days,5
Ronald Araujo,20/21,Ankle injury,"Feb 25, 2021","Mar 15, 2021",19 days,5
Ronald Araujo,20/21,ankle sprain,"Feb 8, 2021","Mar 1, 2021",22 days,6
Ronald Araujo,20/21,Muscle injury,"Oct 29, 2020","Dec 7, 2020",40 days,10
Andreas Christensen,24/25,Muscle injury,"Jan 27, 2025","Feb 25, 2025",30 days,7
Andreas Christensen,24/25,Achilles tendon irritation,"Aug 22, 2024","Jan 17, 2025",149 days,28
Andreas Christensen,23/24,Achilles tendon irritation,"Mar 17, 2024","Apr 8, 2024",23 days,2
Andreas Christensen,23/24,Abdominal problems,"Jan 19, 2024","Jan 23, 2024",5 days,1
Andreas Christensen,22/23,Muscle injury,"Mar 24, 2023","Apr 28, 2023",36 days,6
Andreas Christensen,22/23,ankle sprain,"Oct 5, 2022","Nov 4, 2022",31 days,8
Andreas Christensen,22/23,cold,"Aug 27, 2022","Aug 31, 2022",5 days,1
Andreas Christensen,21/22,Achilles heel problems,"Feb 26, 2022","Mar 3, 2022",6 days,2
Andreas Christensen,21/22,Corona virus,"Jan 14, 2022","Feb 1, 2022",19 days,3
Andreas Christensen,21/22,Back injury,"Dec 29, 2021","Jan 7, 2022",10 days,3
Andreas Christensen,20/21,Ligament injury,"May 8, 2021","May 22, 2021",15 days,4
Andreas Christensen,20/21,Knock,"Feb 12, 2021","Feb 14, 2021",3 days,-
Andreas Christensen,20/21,Knee injury,"Jan 1, 2021","Jan 16, 2021",16 days,3
